36.5345063,-6.3049078
36.53671740000001,-6.2985241
36.5367649,-6.298593899999999
36.5368166,-6.298679699999999
36.53686830000001,-6.2987655
36.5369243,-6.2988406
36.5369976,-6.2989211
36.5370407,-6.298996200000001
36.53707949999999,-6.299071299999999
36.5371441,-6.2991518
36.53721310000001,-6.2992322000000005
36.5372605,-6.299318099999999
36.5373295,-6.2993932
36.5373726,-6.2994897
36.537432900000006,-6.2995702
36.537493299999994,-6.299655999999999
36.5375536,-6.299747199999999
36.537600999999995,-6.2998331
36.5376571,-6.2999457
36.5377174,-6.3000101
36.53777339999999,-6.3000959
36.5378251,-6.300171000000001
36.5378639,-6.3002568
36.5378898,-6.3003802

36.5378898,-6.3004875
36.5378639,-6.3006055000000005
36.5378208,-6.3007128
36.537782,-6.3008577
36.5377303,-6.3009971
36.5376527,-6.301083
36.53758380000001,-6.3011742
36.5375105,-6.30126
36.5374415,-6.3013297
36.5373683,-6.301426299999999
36.53729499999999,-6.3015121
36.5372217,-6.3015872
36.53714850000001,-6.3016677
36.5370752,-6.301753500000001
36.53701920000001,-6.3018233
36.5369459,-6.3019145
36.536876899999996,-6.301978799999999
36.536808,-6.3020593
36.53673899999999,-6.3021451
36.536683,-6.3022041
36.5366226,-6.302273899999999
36.5365537,-6.302359700000001
36.53648470000001,-6.3024455
36.5364157,-6.302509900000001

36.53633380000001,-6.3026065000000004
36.53626920000001,-6.302692300000001
36.5361916,-6.3027942
36.5361356,-6.3028532
36.5360709,-6.3029444
36.5360235,-6.3030088
36.5359502,-6.303099999999999
36.5358985,-6.3031751
36.53583819999999,-6.3032556
36.5357864,-6.303325300000001
36.5357261,-6.3034058
36.5356614,-6.303486200000001
36.5356054,-6.3035667
36.5355364,-6.3036418
36.5354718,-6.3037223000000004
36.5353985,-6.303792
36.5353382,-6.303872500000001
36.5352692,-6.3039637
36.5352046,-6.304044099999999
36.535135600000004,-6.304124600000001
36.5350623,-6.3042104
36.5349804,-6.3042963
36.53491149999999,-6.3043875
36.5348511,-6.304473300000001
36.5347778,-6.3045645
36.5347089,-6.304650299999999
36.53464420000001,-6.3047414999999996
36.534570900000006,-6.3048273
